ID	sex	age	PC1	PC2	PC3
3256	0	65	-12.1836	4.69465	-1.65794
865	0	44	-14.1777	7.85506	2.11283
1519	0	67	-12.9397	5.92707	-0.954957
2210	0	60	-9.74524	3.75609	-1.87847
1893	0	67	-10.1972	1.51186	-1.81394
1397	1	47	-15.0628	3.82803	-1.20485
3118	0	68	-15.0711	5.21228	-1.64098
2743	1	65	-13.6312	5.1899	-4.81338
11	0	58	-13.1337	2.52165	-1.03717
2955	0	58	-10.8181	4.05652	-0.693633
2443	1	44	-15.5895	3.0732	-0.917371
345	0	67	-13.5178	2.25503	-1.07658
3186	1	44	-10.5461	2.91742	-1.0901
424	0	46	-13.6108	4.86669	-1.32619
1875	1	44	-12.2599	4.49796	-1.02631
1536	0	41	-13.5646	3.15603	-2.02881
3020	0	64	-11.0549	2.33864	0.380488
3384	0	58	-14.1363	3.54097	-3.62888
2090	1	50	-12.7323	3.7048	-2.26167
320	0	64	-13.2882	3.53433	-0.166459
3910	0	66	-12.0131	1.54235	-2.95279
587	1	65	-13.6315	3.2161	-0.290203
3107	0	61	-11.8346	2.41413	-2.44366
3182	0	45	-13.8517	5.80037	-3.00537
931	0	67	-11.5457	4.69174	-0.743004
2469	0	62	-13.1062	4.2315	2.34758
877	0	57	-15.5936	3.598	-1.72559
32	0	57	-9.65175	3.74731	-0.693348
1737	1	46	-12.0949	3.51059	-2.93852
1174	1	61	-10.9877	3.67736	1.88274
1632	1	58	-11.703	3.7948	-4.22731
3067	0	41	-12.867	4.84635	-5.01527
2239	0	65	-14.9296	3.99599	-0.380143
3797	0	67	-12.199	1.88126	-0.67499
3156	1	47	-15.3673	1.15363	-2.64606
2558	0	45	-14.8358	3.44795	-0.865556
1005	0	41	-11.2831	4.26335	-1.06681
3433	1	69	-13.5818	2.2154	-1.15029
1196	0	51	-11.817	5.33897	-0.336167
3901	0	69	-10.0041	2.45179	-2.14298
2702	0	62	-13.9038	6.08304	-0.300607
1297	0	52	-12.7956	4.4443	-0.159626
1015	0	48	-7.67972	3.46281	-3.61565
197	0	54	-11.2231	3.99498	-0.851046
3772	1	53	-11.0094	4.36739	-3.82038
715	1	69	-13.1394	5.17342	1.18374
3309	1	68	-10.4999	5.22376	-1.64314
1270	0	62	-11.0762	4.46295	-2.37034
3876	0	63	-13.3743	0.971049	-4.63134
2582	1	58	-13.9997	6.79494	0.686113
3525	1	58	-11.5758	0.395923	-0.0652943
2712	0	64	-11.049	3.50768	0.521569
866	1	64	-11.1538	3.34276	0.0223076
3965	1	55	-13.6097	6.0769	0.339241
2663	0	45	-12.4854	2.9807	-1.43792
3913	0	59	-11.4416	3.55634	-4.24139
3707	0	51	-10.8068	5.81579	-1.16697
401	0	52	-14.9446	6.32653	-2.61401
850	1	50	-12.0287	3.94505	-1.21325
1623	0	60	-15.2012	4.20854	-1.99778
2962	1	67	-12.504	1.58589	-3.44623
3241	1	64	-12.4573	4.10209	-0.930308
3441	1	57	-12.3565	4.6728	-2.52074
3782	1	56	-12.93	2.08465	2.35454
2572	0	53	-12.1719	6.09891	-0.770921
2458	1	62	-13.1547	2.91043	-0.571399
2678	0	68	-14.0344	4.17609	-4.48568
2669	1	58	-14.5845	4.71674	-1.09833
2225	0	51	-8.90487	2.9529	-2.60263
3713	0	47	-12.2782	3.43514	-1.48471
2599	0	69	-14.4894	4.73077	-0.700475
1203	0	60	-9.15203	3.60944	0.187228
3201	1	43	-10.1538	5.068	0.0619848
738	0	58	-10.202	5.06509	-3.48823
2087	0	60	-11.0938	2.05284	2.05362
1494	1	51	-10.5762	5.21982	-3.83287
2461	0	66	-13.4805	4.33667	0.368383
3842	0	54	-11.6247	4.22396	-0.763211
1714	0	44	-14.3131	0.784105	-3.0479
3882	0	69	-12.2645	2.94599	-2.67611
2649	0	65	-10.8564	3.51244	-2.06408
3734	0	55	-11.2133	2.25984	0.673754
67	1	58	-9.55093	3.98067	-4.82683
2865	1	53	-14.2051	4.4122	-5.20441
187	1	63	-15.3757	6.33181	-2.82177
3946	1	63	-11.6531	5.25122	-2.31722
893	1	69	-12.2973	4.42602	-3.30357
1610	1	59	-11.14	4.43065	-1.74697
3198	1	66	-10.544	3.64393	-1.51961
2797	0	68	-12.6728	3.51417	-2.58879
3050	1	45	-10.332	3.48471	-1.68575
2173	0	46	-13.5371	2.59014	-2.626
470	1	46	-12.8457	3.70598	-3.80865
2255	0	69	-12.3516	1.97066	-3.20603
3488	0	60	-15.2782	1.22839	-3.15316
3274	0	63	-10.8964	5.8255	-2.21887
911	0	58	-13.1795	2.04513	-2.54797
3486	0	67	-14.7685	1.42277	-1.23368
1355	0	52	-12.8554	5.0461	0.586231
1207	1	48	-11.6516	5.05411	-2.32878
3587	0	42	-13.4701	3.6986	-2.51389
2772	1	65	-13.8961	1.33596	0.000675395
932	0	47	-11.2571	6.31344	-1.51276
2248	1	56	-12.0496	4.99187	-0.679565
1945	1	54	-11.029	3.34661	-3.39966
3088	0	61	-13.6173	5.08678	-0.279015
1781	1	48	-12.2565	4.123	-3.83555
2261	0	51	-13.9918	5.09003	-2.46876
3957	1	66	-11.1862	3.46859	0.829272
3923	0	66	-15.707	5.20575	-2.20627
2485	1	65	-12.4821	1.74949	-2.91873
3698	1	47	-15.2993	5.27348	-3.89791
2124	0	58	-11.076	2.3686	-0.530559
3637	0	62	-14.8409	3.85858	-3.08244
301	1	60	-13.859	6.54739	-2.02465
515	0	68	-13.7313	4.12257	-2.62131
3386	0	65	-11.7104	3.87082	0.440571
1701	0	54	-12.585	2.88224	-1.90721
208	1	52	-11.6591	3.13971	-0.492447
2662	1	64	-10.8066	2.19465	-3.88175
3969	1	45	-10.9362	0.69789	-1.70658
2618	1	64	-10.1242	4.22997	-0.471493
766	1	61	-13.4184	6.09266	-2.25871
2360	1	48	-10.9015	1.543	-1.21904
3181	0	69	-14.249	4.46297	-0.641264
3696	0	65	-13.0919	4.37967	-3.20467
3561	0	44	-12.662	3.74779	-1.43944
3435	1	55	-11.3701	1.71695	-4.0267
3540	1	57	-10.1183	5.20886	-1.38929
2035	1	62	-11.382	4.73712	-1.9702
2487	1	54	-9.65971	1.79606	-1.83357
1210	0	62	-9.44974	2.68371	-4.09671
791	0	43	-12.3538	4.77341	-0.000589861
228	0	50	-10.8854	3.19908	0.38478
1975	1	55	-9.20264	5.80758	-0.714027
2627	0	62	-11.6358	3.59052	0.310157
2595	1	63	-10.6557	4.19799	-0.505732
2633	1	68	-13.8565	2.78555	-2.05765
2284	0	53	-11.776	3.48076	-1.58337
3023	1	68	-10.1006	3.45724	-1.50892
3890	1	69	-10.9438	4.29831	0.0171383
527	0	54	-15.9703	2.93689	-2.83112
2834	1	40	-11.6953	6.12089	-0.00142251
2100	1	63	-8.65477	3.29453	1.27716
2294	0	55	-12.331	4.90182	-0.983251
1241	0	62	-13.7961	2.75988	-1.24732
2278	0	55	-10.0643	2.72442	1.99654
3146	1	50	-12.6854	6.6292	-0.255672
2907	1	61	-12.3397	5.78117	-1.11226
2332	1	58	-9.62894	1.53479	-1.73986
1590	0	57	-11.1477	2.46481	-1.21395
1982	0	63	-11.0731	2.55815	0.64946
2402	0	53	-13.1236	1.81709	-1.25176
1738	0	63	-12.2143	4.93441	-0.553244
674	0	55	-11.4017	4.38236	-3.88091
1722	0	56	-12.4751	5.22676	-0.728037
1282	1	61	-12.9618	3.80716	-0.323815
2221	0	49	-12.031	5.19156	0.169238
2935	1	57	-13.3918	3.8601	-2.03823
3615	1	46	-16.1039	2.42753	-2.54008
3912	0	48	-12.4686	7.25126	-2.28852
3385	1	53	-12.0246	3.93849	0.225723
264	1	69	-13.1029	5.86535	-0.562487
3189	1	65	-11.1719	4.53247	-1.77874
1376	1	63	-11.3033	3.06572	-0.763933
43	0	46	-11.0497	1.33089	-0.809342
4	0	60	-11.5573	2.22896	-2.96997
862	0	61	-13.3469	0.638186	-1.568
3074	1	58	-13.713	2.47291	-2.10867
1963	1	59	-11.6826	4.62467	0.334909
1960	0	48	-10.1447	3.1304	-2.01998
315	0	66	-12.8087	3.58451	-2.08684
3570	1	65	-13.8085	6.07634	0.353858
882	0	69	-12.4442	4.75897	-1.35487
1854	1	66	-10.7893	3.54388	-3.02449
1205	1	64	-14.9303	5.47836	-3.35704
1962	1	66	-10.6111	2.32431	2.0815
3541	1	51	-15.6755	2.33611	-2.20718
2406	1	50	-10.7176	5.83471	-0.737205
3438	0	50	-10.1923	5.7671	-1.16793
2803	1	60	-15.4798	6.38061	-0.213162
2652	0	42	-13.7725	2.50478	-1.71236
1698	1	60	-14.4894	4.70579	1.31263
303	0	51	-9.83186	3.24998	-0.875762
3036	1	57	-13.4125	4.72474	-3.21285
2868	0	49	-10.8046	2.45248	2.02144
3191	1	61	-11.8216	6.23542	-3.07257
486	0	41	-11.5516	3.9705	-2.07711
2566	0	59	-9.74376	4.8063	-3.22015
76	0	57	-14.826	4.85163	-3.37617
1584	0	59	-9.023	2.47423	-1.97154
1629	0	65	-11.7269	2.68867	-7.62096
324	1	49	-10.5846	4.95165	-2.95344
633	1	55	-14.1573	4.18368	-2.73017
1832	1	50	-12.7738	2.09878	-1.49878
2634	1	40	-10.812	4.91653	-0.632646
2958	1	56	-12.722	4.071	-1.33631
762	1	46	-12.945	3.63418	-1.13713
3193	1	67	-11.2192	2.5519	-2.29019
2454	0	42	-14.4373	2.917	-1.04154
3926	1	47	-11.3585	3.54137	-0.435542
3784	1	40	-12.8384	5.3077	-1.8634
1512	0	59	-11.684	6.27789	-1.08871
1104	0	44	-14.7636	4.47781	-2.5206
2014	0	62	-13.663	6.19602	-0.213176
1873	0	65	-13.4054	5.57482	-1.41444
2717	1	43	-10.2191	2.99269	-2.78427
3484	0	64	-7.93684	5.77782	-6.05296
3749	1	57	-11.5578	4.49893	-3.14882
2830	1	41	-9.59223	1.49163	-2.36636
1323	0	53	-11.5462	2.8557	1.03003
3349	1	43	-13.3669	5.65641	-2.2722
2507	1	60	-11.1041	6.631	-1.51645
503	1	64	-11.4028	3.31055	-1.15699
2789	1	46	-13.9217	6.47509	-4.56334
3333	0	51	-14.6555	5.03379	-3.23342
458	1	47	-12.8028	3.2836	-2.21014
1535	1	69	-12.0297	4.42593	-2.92324
2425	0	67	-12.3856	5.33038	-3.99936
1215	0	43	-12.0691	4.48361	-0.41041
1338	1	52	-9.06607	0.508412	2.00612
2309	1	60	-14.1265	2.22227	-2.80435
218	0	41	-11.2406	1.64178	-2.07918
966	0	43	-10.7744	2.17282	-1.02452
1153	1	55	-10.5411	2.65421	0.644541
29	0	56	-13.2284	3.56284	-2.85641
2969	0	44	-11.1756	3.29274	-5.3842
2719	1	49	-12.1231	3.52828	-4.48533
1655	1	59	-9.96797	5.95289	-1.35052
639	0	69	-12.3769	2.03854	-2.41296
93	1	67	-9.93436	2.30461	-1.15898
3451	0	57	-11.5709	1.59732	-4.75812
3951	0	69	-12.3413	5.72138	-0.178131
925	0	61	-11.7604	5.09272	-1.38677
2189	1	52	-9.63879	1.7139	-3.11743
2353	1	67	-10.6987	3.8713	-0.481204
683	1	54	-10.4529	2.3486	-2.33192
2497	1	59	-10.365	3.98454	1.48196
508	0	60	-13.2545	3.3453	0.458828
3219	0	69	-12.687	4.67921	-1.04137
3933	1	60	-12.3422	4.59343	-1.0284
1695	1	50	-10.4918	3.20603	-1.16498
3004	1	52	-13.3885	1.77546	-2.67024
2439	1	65	-12.5666	5.32651	-0.896117
30	1	62	-12.019	3.02072	-1.36882
3310	0	67	-13.6892	2.04095	-1.14757
2756	1	63	-12.2444	4.78747	-2.03388
2963	1	57	-13.9985	4.55829	-6.06714
552	0	69	-12.8487	3.52786	-1.33989
3340	0	59	-9.70142	1.6443	1.06602
3417	1	42	-13.3171	4.1128	-0.568361
1209	0	61	-11.685	3.91223	-4.89611
919	0	57	-13.2343	3.51479	-1.57158
2438	0	42	-11.5514	1.8139	0.00419664
1287	1	64	-12.2011	3.7286	-0.457286
1502	1	48	-10.6161	3.94309	-1.90056
2580	1	65	-12.4645	2.79784	-2.38551
2220	1	63	-11.1485	2.25059	-3.96375
2646	1	55	-14.7846	6.65905	-3.86228
3164	1	55	-13.1994	3.11698	-2.18534
3236	0	61	-11.7189	4.44501	-3.78763
697	1	45	-12.13	4.96948	-3.69348
3120	1	50	-12.3176	3.15074	-0.642689
2788	1	57	-12.7264	3.11246	-1.28245
1286	0	53	-13.025	2.26489	-2.36812
2682	0	43	-10.0128	4.77114	0.732811
873	1	64	-11.2782	6.12406	-1.56489
2416	1	67	-11.9988	6.63421	-1.88856
2252	0	64	-13.1695	5.71643	-1.96769
287	1	51	-12.802	5.23353	-3.63036
995	0	64	-13.1015	3.61788	-2.77506
1646	1	50	-12.147	2.76472	-0.394551
2417	0	62	-9.69391	3.94734	-1.51732
3392	1	63	-11.5888	3.54989	-2.1941
898	0	62	-9.36455	3.52538	-1.66491
3409	1	67	-12.3408	1.2125	-2.91421
2092	0	67	-13.4859	3.97152	-2.3029
517	1	52	-12.8456	3.85297	-1.20242
2555	0	49	-14.1477	4.75386	-1.45006
1699	1	46	-8.66973	4.9984	-5.34084
3708	0	64	-13.9498	3.95687	-3.9834
1063	0	65	-12.7411	4.79932	-2.5563
2247	0	51	-10.0757	3.19353	1.14939
1410	0	44	-12.7612	1.58779	-6.21868
2258	1	55	-13.6781	2.94424	-1.21069
3362	1	41	-14.3037	4.05055	-2.93363
3226	1	55	-11.779	6.31807	-1.85366
2222	1	54	-9.8389	2.36934	0.802777
2435	1	68	-11.5556	4.01884	0.664513
2297	0	49	-12.3035	5.47738	-1.67833
2881	0	66	-13.2981	4.42886	-2.52038
3881	1	55	-11.4732	3.69649	-2.75281
1885	0	46	-13.0646	2.24801	-2.50187
3228	1	46	-11.3812	4.85408	-2.70483
1578	0	64	-8.50338	3.43754	0.302251
3518	0	63	-12.3469	3.24777	-2.17457
2455	0	60	-13.0904	4.85835	-2.2621
2305	0	60	-14.0731	3.37116	-2.17468
718	0	64	-12.7269	4.05174	-1.51988
2964	1	57	-10.2062	3.73479	-4.04403
8	0	47	-11.1374	3.17775	-3.40232
2755	0	55	-11.7103	2.21869	-0.120518
839	1	51	-10.9011	3.30005	-1.26057
1010	0	46	-15.3194	3.32943	-2.76624
2240	1	49	-13.8421	1.416	-3.34566
1361	0	61	-14.287	1.79938	-2.65012
3928	0	65	-13.1299	2.8628	-2.1648
1472	1	43	-12.8329	1.9001	-4.45652
3735	1	65	-13.8581	4.30222	-3.4142
2405	1	45	-10.4083	3.59303	0.201423
2166	0	58	-15.7999	4.32933	-2.39416
3006	0	51	-13.0567	1.37923	-2.71231
3794	1	69	-12.9223	6.46545	-2.59782
1984	1	53	-13.2031	6.17583	0.294552
948	1	60	-12.1959	3.05041	-2.09975
2946	0	59	-15.9648	4.38148	-2.50049
696	1	62	-12.2196	5.64328	-1.39546
2194	0	64	-14.2296	3.34721	-0.18083
3660	1	65	-14.2247	3.73473	-0.833715
1828	0	48	-12.6796	4.63809	0.456513
2745	1	65	-10.6703	5.18376	-1.08855
2269	1	65	-11.582	5.59322	0.0661546
592	0	42	-12.4978	3.48807	-1.35001
3205	1	64	-10.0162	4.41774	-1.42014
2422	0	55	-11.287	4.80261	-1.29042
2560	0	57	-9.68192	2.0947	-1.65548
640	0	61	-11.9156	2.50866	-2.58276
2639	1	53	-10.1586	4.62128	-1.96214
2780	1	66	-14.3257	2.34147	0.869611
3521	0	50	-13.2447	2.09521	-4.50769
3185	0	51	-13.9345	3.67882	-0.0194369
2749	1	64	-14.983	4.56842	-3.40852
3851	1	59	-12.399	4.70667	-4.2419
1093	0	66	-12.1909	3.84935	-0.28779
699	1	52	-10.8202	1.42461	-0.0774119
1133	1	69	-13.7942	4.24398	0.435133
3878	1	63	-11.5001	4.79182	-1.677
946	0	66	-10.7037	2.42405	1.77087
136	0	44	-11.7387	5.96707	-2.72919
55	0	50	-14.5525	2.51247	-1.00687
2578	1	62	-10.8738	6.30796	-0.196607
1463	1	60	-12.9157	5.6618	-1.16251
432	0	55	-13.3825	2.19754	-1.66527
3235	0	63	-11.0589	3.96489	-2.67935
3331	0	55	-11.5988	4.64907	-1.40884
1789	0	42	-12.008	4.34701	-1.35865
2310	1	54	-12.2029	5.23538	-4.03204
2924	1	61	-13.5902	3.9831	-1.51663
3661	1	41	-14.3757	4.69631	-2.30897
3111	1	44	-11.1561	3.23464	-0.96833
1021	0	56	-10.8203	3.80134	-0.912596
3673	1	65	-11.1769	4.68799	0.162551
2102	0	61	-11.9473	3.60299	-2.96607
3533	1	56	-12.4348	6.54196	-2.24848
1136	0	55	-11.4021	3.76743	-2.66606
1443	0	44	-13.3737	4.67529	1.36143
3733	0	62	-11.3837	4.92831	-1.15382
2762	1	60	-14.5545	5.96205	-3.3357
2065	1	60	-12.5212	6.17254	0.598626
1687	0	53	-12.0652	4.22562	-3.08552
1540	1	66	-12.482	5.81212	-0.364559
1624	1	49	-12.7612	3.68356	-2.26161
2188	1	61	-13.2042	1.3509	-2.23377
965	0	69	-13.9735	5.56188	-0.707025
1594	0	59	-12.4109	3.58293	1.3809
111	0	43	-13.3268	3.12265	1.48094
1256	0	69	-12.7671	2.52576	-5.63912
1518	1	44	-14.1009	5.77246	0.653497
3858	1	65	-12.5544	5.20716	-2.17272
1869	0	64	-13.5113	5.3278	-1.47984
418	0	57	-14.939	4.94789	-6.05932
2150	0	65	-13.0651	2.44603	-3.86131
1972	1	48	-11.0614	2.84046	-2.16746
2404	1	69	-8.58639	1.53339	3.59006
2398	1	57	-10.0492	1.7026	1.65014
3286	0	54	-12.5282	3.2381	0.6731
3971	1	57	-12.9328	2.0214	-3.10214
1087	1	58	-12.7184	3.91291	0.617368
2668	0	61	-13.7196	5.48179	-2.3829
2628	1	65	-14.7787	5.81537	-1.99841
221	1	41	-11.4569	4.68121	0.389312
3173	1	57	-11.6337	5.1611	-2.9619
3891	0	64	-12.6163	3.4999	-3.95945
133	1	66	-13.9243	5.13931	-0.999284
3268	0	50	-15.6666	4.83864	-1.35279
2737	1	63	-13.4922	2.60633	-1.07329
783	0	56	-13.322	4.24293	-0.864994
3811	0	64	-11.8334	4.12894	-0.309535
251	1	45	-11.0198	1.29877	-0.123543
1359	1	46	-13.3526	5.48225	-0.764383
3750	1	45	-9.72253	3.32632	-2.01978
1195	0	62	-14.6407	2.17993	-2.84785
1537	0	63	-14.1169	5.02461	-0.403423
2926	0	68	-10.5612	2.22081	-0.374709
1028	1	49	-14.839	1.06562	-2.09488
3869	0	50	-14.1428	1.17364	-2.06864
2615	0	58	-12.6961	4.10905	-1.51713
1599	0	53	-9.57747	4.13957	-0.866842
1887	1	45	-13.2513	5.82513	-1.58035
1524	1	54	-10.3952	5.56534	0.127177
3527	0	58	-12.0442	2.67668	0.489271
993	1	49	-10.0295	4.98929	-0.88651
765	0	50	-11.8718	4.35012	-1.48495
3166	1	50	-13.3725	5.05767	1.71395
2909	0	42	-13.4131	3.18302	-0.720956
3315	1	57	-14.0163	5.91962	-1.37096
3271	1	64	-12.6725	4.11129	0.420993
168	1	46	-11.2417	1.94906	-2.90659
1531	1	54	-11.8977	5.4431	0.306015
205	1	62	-12.0296	2.34788	-2.81439
2548	1	68	-12.4438	0.176186	1.61489
495	1	58	-12.4089	1.67798	1.26222
2705	1	63	-11.0077	4.77655	-0.425271
525	0	61	-11.585	3.23781	-0.358905
2660	1	48	-14.6134	3.28159	-0.437928
3808	0	48	-13.254	4.16641	-5.00694
1817	0	47	-10.9926	-0.057448	-2.34219
2093	0	55	-14.4067	4.64775	-2.80992
3967	0	62	-14.6216	2.42243	-1.03781
1939	0	56	-13.3213	0.0808651	-2.1298
2212	0	59	-13.8942	3.0251	-0.92986
3035	0	48	-13.5096	4.17093	-1.50341
1605	1	55	-12.6305	3.27999	-1.20723
1085	0	59	-10.6167	5.85026	0.805207
1067	1	66	-11.9182	5.35823	-0.762923
834	0	49	-7.60741	3.28805	-2.38373
1439	1	65	-12.1346	4.45805	0.0174222
2565	1	47	-10.9177	6.4566	0.826639
3017	0	52	-13.7449	6.07889	-0.578855
3098	1	60	-12.8174	6.87982	-3.12817
2180	0	50	-11.0211	1.39831	-0.249816
1527	1	60	-12.0871	3.60202	-4.20391
2508	0	58	-12.7315	4.64852	-0.14288
1409	0	61	-12.0495	5.1018	-2.83561
488	1	64	-11.5104	2.25273	-1.86019
2068	1	41	-11.3796	1.5241	-0.748276
621	0	66	-11.1348	2.76097	-1.07736
1948	1	68	-11.7812	5.09308	1.09423
2725	1	69	-9.67483	3.48235	-2.52248
661	0	60	-13.8124	2.72416	-1.57136
2015	0	65	-10.3058	3.90121	0.846091
57	0	57	-11.7618	6.74034	-2.21491
1748	1	59	-13.1341	3.94006	-2.24034
3754	1	63	-14.1241	2.19776	0.0521561
878	0	67	-10.6769	1.78921	-5.04455
326	0	52	-10.8784	3.62601	-1.37294
1642	1	63	-13.9293	1.73093	-1.94032
2605	1	63	-14.2383	4.06579	-0.587394
3246	0	56	-13.5847	5.9835	-1.37482
2049	1	60	-9.98001	5.92117	-1.63112
3594	0	64	-12.2697	3.77584	-0.684346
1516	1	55	-12.5418	4.4264	0.0293064
1969	0	58	-11.848	3.09759	-0.256625
113	1	51	-12.5212	3.89386	-3.98377
342	0	52	-11.6217	3.6943	-0.458829
2603	1	48	-12.9943	5.90065	-0.454695
3812	1	69	-11.7911	2.16576	-1.83733
277	0	63	-13.6957	5.95711	-2.13267
3394	0	55	-11.7817	1.74913	-1.04873
3379	0	47	-15.1497	5.84577	-2.63501
426	0	61	-9.39989	1.19357	-4.42954
416	0	56	-11.5911	3.12725	-3.45025
2521	1	65	-11.9483	1.89815	-3.18258
1509	0	69	-13.869	4.56335	-3.21439
1557	1	61	-11.2189	3.18383	-1.57278
2227	0	64	-13.8504	2.53183	-0.415613
33	0	64	-11.0719	1.4049	-3.50357
1774	0	55	-9.49337	3.14736	-2.6924
3129	1	69	-13.0221	1.06389	-0.818177
1188	1	42	-11.2652	1.59193	-2.1445
2503	0	56	-11.4786	4.99871	-0.348753
769	0	46	-12.8837	5.11203	1.14268
1480	0	45	-10.6804	4.90078	-0.0820456
2460	0	63	-12.0857	6.95842	-1.58742
1327	1	69	-14.1143	5.50884	-2.26204
268	1	51	-11.864	3.58726	-1.51642
3724	1	51	-12.9651	6.64997	-2.84126
1733	1	52	-11.9356	3.67393	-1.57086
2219	0	56	-9.7754	-1.0244	-1.83381
1874	1	57	-13.2689	1.87187	-1.49439
2740	1	56	-15.6054	4.52144	-3.0392
2419	0	59	-10.9051	4.50074	-2.69863
1004	1	52	-13.1947	5.15461	-1.46102
2091	0	46	-15.211	4.55362	-3.18284
83	1	48	-13.0192	3.50371	-0.293745
1105	0	59	-13.3961	5.26232	-2.20319
433	0	65	-13.1676	4.22254	-0.515139
912	0	56	-13.7038	4.36908	-0.779545
1036	1	63	-11.6781	2.85958	-2.77214
3837	1	59	-14.0488	3.70499	-0.908407
1000	0	44	-12.459	3.26861	-1.27189
1842	0	52	-14.3525	2.84014	1.33273
1525	1	63	-10.0852	3.50441	-2.10061
2544	0	63	-12.7334	3.91229	-1.75988
662	0	52	-13.7421	3.15277	-2.78196
382	1	65	-14.1577	2.93861	-1.12634
960	1	59	-13.4213	3.15278	-0.0654537
1101	1	57	-13.7493	3.03962	-3.33821
1830	0	62	-16.8003	3.04439	-2.64407
1937	0	60	-15.3187	6.48319	-1.90922
2470	1	59	-11.0367	5.02824	-3.04168
3767	1	63	-10.4054	2.16524	-0.529594
3528	1	59	-8.06846	0.0348045	1.95726
3873	1	66	-10.1159	2.78459	-2.92141
1647	1	51	-13.577	4.17089	-1.00605
3450	0	67	-13.9336	5.03936	-1.19423
2328	1	49	-10.3314	3.01685	-1.679
888	0	63	-13.3261	2.66372	-2.05247
1091	1	57	-12.0434	4.93809	-2.99516
594	1	65	-12.3551	2.86329	1.26094
1040	1	52	-12.4725	5.36401	-0.0914546
939	0	43	-12.9146	5.2701	-3.69175
3551	0	55	-10.5193	4.51276	-2.85064
703	1	62	-13.3955	3.31071	-1.54303
333	0	57	-11.7744	0.522609	-1.29359
3260	1	54	-11.8935	2.58354	-1.87603
2496	0	69	-12.3283	4.50979	-0.748092
969	1	58	-11.8797	0.992864	-4.30292
40	1	63	-14.6535	3.77006	-3.12712
2002	0	54	-13.0521	3.79002	-1.87754
2993	0	45	-10.6469	2.69667	-2.95713
521	1	48	-12.3629	3.07791	-1.64711
2300	0	56	-11.6832	-1.10213	-2.43123
3158	1	56	-12.0923	4.69166	-1.04022
514	0	66	-9.94825	1.30561	-2.4228
2096	0	69	-9.58247	3.42012	-0.700023
2320	0	59	-13.0068	4.6581	-1.06484
3824	0	58	-13.0024	2.88776	-4.06659
3506	1	51	-8.9085	1.69926	-2.14496
1468	0	56	-11.4281	2.47992	-0.563711
350	0	53	-11.8094	3.6844	0.0303999
929	0	42	-11.6683	3.12794	-3.51163
1547	0	56	-14.336	5.05734	-1.65466
2114	1	46	-14.0327	5.77576	-2.03742
332	1	54	-11.1351	2.36465	-2.76172
2362	0	64	-12.3234	3.03252	-3.91059
2948	0	68	-13.9512	5.58186	-5.21595
253	1	64	-14.1008	2.77404	-1.23012
1852	0	62	-11.4557	2.03954	-1.1316
386	1	68	-13.0723	3.32871	-4.19081
1013	0	66	-15.8042	3.56281	-2.07978
1908	1	47	-11.6768	3.0414	-1.69415
3692	0	58	-11.8822	3.52017	-3.51388
1973	1	61	-14.1365	4.28262	-0.927304
2116	0	64	-10.8265	4.45258	-1.46853
2952	0	60	-15.5988	3.98207	-3.10122
3964	1	46	-14.1351	6.65191	-1.30458
1596	0	45	-13.9133	2.23337	0.225586
2326	1	52	-13.7863	2.36153	-3.00513
2942	0	58	-14.5155	4.22143	-2.99723
2162	1	60	-12.2928	6.29706	-1.20727
2388	1	66	-11.1923	5.33307	-1.09297
1682	0	48	-14.4834	1.73151	-0.889852
970	0	43	-13.793	2.23351	-1.89326
3076	1	66	-11.0361	3.79038	0.663116
2728	0	55	-12.5194	2.45186	-1.05694
868	0	47	-12.5491	3.63755	-2.40009
523	0	45	-12.7981	6.48011	-3.10259
1318	0	67	-11.0931	4.01222	-1.10605
2149	0	64	-10.8014	3.45561	0.19428
2867	1	66	-14.7424	7.56531	0.0269583
147	1	48	-12.6239	5.8366	-1.77131
3279	1	52	-9.49903	4.15853	-0.981563
2583	0	61	-13.3267	3.65386	0.154719
3892	1	58	-11.4243	1.66343	-1.69469
1921	0	67	-13.7029	2.22852	-0.0351247
2690	1	65	-12.0953	2.75918	-2.18029
36	1	63	-10.4847	2.47271	-0.974124
620	0	51	-12.3685	1.79843	-2.47488
3134	0	42	-15.9903	3.31346	-1.21669
492	1	63	-10.7154	3.74701	-2.09684
1597	0	55	-14.0137	3.51261	1.45435
1059	1	47	-11.5686	1.30519	-1.57698
723	0	67	-11.7656	2.53474	2.56148
70	0	47	-14.5302	2.82985	-3.72298
580	1	54	-13.4132	1.14575	-0.801295
2452	1	60	-12.5908	4.15812	1.18954
3578	0	61	-10.5669	4.14584	-0.0924077
578	1	67	-11.2143	1.43109	-0.676334
3618	0	60	-15.0076	5.6473	-1.18368
2395	1	69	-12.9545	4.07393	-1.56715
2094	0	68	-11.2663	4.71708	1.23932
1032	0	45	-9.38811	2.7732	-2.44942
3899	0	67	-15.189	5.11803	-3.41976
2764	1	55	-14.1924	3.13818	1.66177
590	0	68	-13.8664	1.73451	-1.4376
1700	0	59	-11.9281	3.62813	-0.470042
2032	0	51	-12.4291	3.27951	-0.809606
1042	0	43	-12.2306	0.726663	-0.247356
1685	0	64	-13.1327	0.925248	-2.21457
3313	0	41	-10.5893	3.13952	0.118162
968	1	41	-14.8133	4.83075	-1.93752
3894	0	57	-13.7867	3.06298	-2.65279
